('Total Revenue', '198,270,000', '198,270,000', '168,088,000', '143,015,000', '125,843,000')
         646801 function calls (620515 primitive calls) in 1.394 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:1498(SoupSieve)
        1    0.000    0.000    0.000    0.000 models.py:286(CharsetMatches)
       25    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       16    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 request.py:407(add_header)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:977(splittype)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:390(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:642(SSLObject)
        2    0.000    0.000    0.000    0.000 _models.py:70(<listcomp>)
        2    0.000    0.000    0.000    0.000 _models.py:197(update)
        1    0.000    0.000    0.000    0.000 _models.py:606(_get_content_decoder)
        1    0.000    0.000    0.001    0.001 _models.py:1018(extract_cookies)
        3    0.000    0.000    0.000    0.000 cgi.py:228(_parseparam)
        1    0.000    0.000    0.000    0.000 _content.py:30(ByteStream)
        5    0.000    0.000    0.000    0.000 inspect.py:1825(_signature_is_builtin)
        9    0.000    0.000    0.000    0.000 inspect.py:2551(__str__)
        5    0.000    0.000    0.000    0.000 inspect.py:2829(from_callable)
        7    0.000    0.000    0.000    0.000 pathlib.py:669(_from_parts)
        1    0.000    0.000    0.001    0.001 mimetypes.py:24(<module>)
        1    0.000    0.000    0.042    0.042 api.py:20(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:2(<module>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:530(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1090(_BaseV4)
        1    0.000    0.000    0.000    0.000 _tasks.py:23(TaskGroup)
        1    0.000    0.000    0.000    0.000 _testing.py:9(TestRunner)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:40(__init__)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:676(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       16    0.000    0.000    0.000    0.000 enum.py:365(__members__)
        8    0.000    0.000    0.000    0.000 enum.py:798(_missing_)
       28    0.000    0.000    0.000    0.000 enum.py:860(_high_bit)
        1    0.000    0.000    0.001    0.001 _mixin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.000    0.000 _auth.py:141(DigestAuth)
        1    0.000    0.000    0.001    0.001 request.py:380(_parse)
        1    0.000    0.000    0.000    0.000 client.py:793(HTTPConnection)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 parse.py:361(urlparse)
        2    0.000    0.000    0.000    0.000 message.py:497(get_all)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:126(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.003    0.003 _utils.py:300(get_environment_proxies)
        3    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        9    0.000    0.000    0.000    0.000 _mixin.py:59(host)
        1    0.000    0.000    0.000    0.000 normalizers.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:188(DeprecatedAsyncContextManager)
        4    0.000    0.000    0.000    0.000 dataclasses.py:598(_is_type)
       15    0.000    0.000    0.000    0.000 dataclasses.py:926(<listcomp>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1551(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 from_thread.py:87(_BlockingAsyncContextManager)
        1    0.000    0.000    0.000    0.000 tls.py:51(TLSStream)
        1    0.000    0.000    0.000    0.000 http11.py:109(_send_request_headers)
        1    0.000    0.000    0.000    0.000 http11.py:121(_send_request_body)
        1    0.000    0.000    0.000    0.000 http11.py:197(_response_closed)
        1    0.000    0.000    0.000    0.000 interfaces.py:16(RequestInterface)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:25(AsyncHTTPConnection)
        1    0.000    0.000    0.000    0.000 http11.py:37(AsyncHTTP11Connection)
        1    0.000    0.000    0.000    0.000 __init__.py:457(reset)
        1    0.000    0.000    0.017    0.017 css_parser.py:328(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        2    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
       22    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       28    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 _config.py:54(SSLConfig)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 client.py:231(HTTPResponse)
        1    0.000    0.000    0.014    0.014 parser.py:5(<module>)
        6    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        1    0.000    0.000    0.036    0.036 ssl.py:1132(do_handshake)
        1    0.000    0.000    0.004    0.004 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:305(Request)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1674(extract_cookies)
       19    0.000    0.000    0.000    0.000 inspect.py:2799(<genexpr>)
        1    0.000    0.000    0.000    0.000 _multipart.py:173(MultipartStream)
        8    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:1010(Path)
       29    0.000    0.000    0.000    0.000 _utils.py:46(normalize_header_value)
       15    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        3    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        5    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
        3    0.000    0.000    0.000    0.000 _models.py:57(enforce_headers)
       18    0.000    0.000    0.000    0.000 dataclasses.py:340(<listcomp>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:576(_hash_fn)
       15    0.000    0.000    0.000    0.000 dataclasses.py:987(dataclass)
        1    0.000    0.000    0.000    0.000 ipaddress.py:622(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:519(__init_subclass__)
       68    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        2    0.000    0.000    0.000    0.000 coroutines.py:104(coroutine)
        1    0.000    0.000    0.000    0.000 transports.py:68(WriteTransport)
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tls.py:238(TLSListener)
        1    0.000    0.000    0.000    0.000 _utils.py:7(is_socket_readable)
        3    0.000    0.000    0.000    0.000 http11.py:133(_send_event)
        1    0.000    0.000    0.000    0.000 connection_pool.py:268(response_closed)
        1    0.000    0.000    0.000    0.000 connection_pool.py:39(ConnectionPool)
        1    0.000    0.000    0.000    0.000 interfaces.py:16(AsyncRequestInterface)
        1    0.000    0.000    0.000    0.000 models.py:357(CliDetectionResult)
       35    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        2    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:599(_GenericAlias)
       16    0.000    0.000    0.000    0.000 typing.py:835(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1600(TextIO)
        1    0.000    0.000    0.000    0.000 validators.py:15(<module>)
        1    0.000    0.000    0.652    0.652 _client.py:869(send)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        4    0.000    0.000    0.000    0.000 ssl.py:367(__new__)
        2    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        7    0.000    0.000    0.000    0.000 _models.py:123(<listcomp>)
        5    0.000    0.000    0.000    0.000 _models.py:269(__contains__)
        1    0.000    0.000    0.000    0.000 cgi.py:240(parse_header)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:2843(replace)
        1    0.000    0.000    0.000    0.000 _multipart.py:23(DataField)
        5    0.000    0.000    0.000    0.000 pathlib.py:692(_format_parsed_parts)
        4    0.000    0.000    0.000    0.000 pathlib.py:1381(is_file)
        1    0.000    0.000    0.000    0.000 _utils.py:138(netrc_info)
        1    0.000    0.000    0.000    0.000 compat.py:15(<module>)
       13    0.000    0.000    0.000    0.000 _mixin.py:56(_match_subauthority)
        1    0.000    0.000    0.000    0.000 core.py:6(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:283(origin)
        1    0.000    0.000    0.000    0.000 _models.py:350(Response)
       15    0.000    0.000    0.000    0.000 dataclasses.py:929(<listcomp>)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1585(_BaseV6)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 _tasks.py:23(CancelScope)
        1    0.000    0.000    0.000    0.000 coroutines.py:35(CoroWrapper)
        1    0.000    0.000    0.001    0.001 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stapled.py:19(StapledByteStream)
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sync.py:28(write)
        2    0.000    0.000    0.000    0.000 connection_pool.py:15(RequestStatus)
        1    0.000    0.000    0.000    0.000 http_proxy.py:208(TunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 http_proxy.py:52(AsyncHTTPProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:74(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        1    0.000    0.000    0.000    0.000 _html5lib.py:2(<module>)
       18    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
       28    0.000    0.000    0.000    0.000 __init__.py:570(__missing__)
       21    0.000    0.000    0.000    0.000 enum.py:906(<lambda>)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 _client.py:439(_build_request_auth)
        1    0.000    0.000    0.000    0.000 _config.py:189(Timeout)
        1    0.000    0.000    0.519    0.519 _client.py:918(_send_handling_auth)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.001    0.001 request.py:349(full_url)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        3    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 _models.py:306(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1593(make_cookies)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        3    0.000    0.000    0.000    0.000 pathlib.py:1480(expanduser)
        1    0.000    0.000    0.000    0.000 _utils.py:26(<listcomp>)
        9    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        2    0.000    0.000    0.000    0.000 _decoders.py:169(__init__)
        1    0.000    0.000    0.000    0.000 _mixin.py:316(unsplit)
        1    0.000    0.000    0.000    0.000 uri.py:121(normalize)
        1    0.000    0.000    0.000    0.000 resources.py:173(path)
        2    0.000    0.000    0.000    0.000 _models.py:355(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:189(Condition)
        1    0.000    0.000    0.000    0.000 _synchronization.py:280(Semaphore)
        1    0.000    0.000    0.000    0.000 _synchronization.py:377(CapacityLimiter)
        1    0.000    0.000    0.000    0.000 _synchronization.py:575(ResourceGuard)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stapled.py:55(StapledObjectStream)
        1    0.000    0.000    0.000    0.000 stapled.py:91(MultiListener)
        1    0.000    0.000    0.000    0.000 memory.py:170(MemoryObjectSendStream)
        1    0.000    0.000    0.000    0.000 sync.py:18(SyncStream)
        1    0.000    0.000    0.000    0.000 _connection.py:112(Connection)
        1    0.000    0.000    0.000    0.000 http_proxy.py:150(ForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wsgi.py:19(WSGIByteStream)
       10    0.000    0.000    0.000    0.000 element.py:1363(_all_strings)
        1    0.000    0.000    0.000    0.000 css_types.py:257(SelectorAttribute)
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       28    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        2    0.000    0.000    0.000    0.000 typing.py:1344(<listcomp>)
        1    0.000    0.000    0.000    0.000 _client.py:283(headers)
        1    0.000    0.000    0.000    0.000 _client.py:404(_merge_headers)
        1    0.000    0.000    0.010    0.010 _config.py:75(load_ssl_context)
        1    0.000    0.000    0.010    0.010 _client.py:704(_init_transport)
        1    0.000    0.000    0.519    0.519 _client.py:952(_send_handling_redirects)
        1    0.000    0.000    0.000    0.000 _client.py:1277(__exit__)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 request.py:1696(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2141(FancyURLopener)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        1    0.000    0.000    0.000    0.000 socket.py:422(detach)
        1    0.000    0.000    0.000    0.000 parse.py:990(splithost)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.036    0.036 ssl.py:410(wrap_socket)
        1    0.000    0.000    0.000    0.000 ssl.py:498(minimum_version)
       15    0.000    0.000    0.000    0.000 ssl.py:795(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        4    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:125(keys)
        1    0.000    0.000    0.000    0.000 _models.py:184(<listcomp>)
        1    0.000    0.000    0.000    0.000 _models.py:358(_prepare)
        1    0.000    0.000    0.000    0.000 cgi.py:289(FieldStorage)
       19    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        2    0.000    0.000    0.000    0.000 inspect.py:179(iscoroutinefunction)
       11    0.000    0.000    0.000    0.000 inspect.py:1707(_signature_get_user_defined_method)
       37    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        1    0.000    0.000    0.000    0.000 _utils.py:132(NetRCInfo)
        2    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1682(LoggerAdapter)
        1    0.000    0.000    0.001    0.001 netrc.py:1(<module>)
        1    0.000    0.000    0.012    0.012 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decoders.py:71(__init__)
        1    0.000    0.000    0.000    0.000 default.py:112(HTTPTransport)
        1    0.000    0.000    0.000    0.000 _models.py:184(URL)
        1    0.000    0.000    0.000    0.000 _models.py:311(Request)
        1    0.000    0.000    0.000    0.000 _ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:76(_ContextManagerWrapper)
        1    0.000    0.000    0.000    0.000 _compat.py:125(DeprecatedAwaitable)
        1    0.000    0.000    0.000    0.000 _compat.py:141(DeprecatedAwaitableFloat)
        1    0.000    0.000    0.000    0.000 _compat.py:164(DeprecatedAwaitableList)
       15    0.000    0.000    0.000    0.000 dataclasses.py:287(__init__)
       18    0.000    0.000    0.000    0.000 dataclasses.py:541(<genexpr>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:757(<listcomp>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:756(_hash_add)
        1    0.000    0.000    0.000    0.000 _sockets.py:65(_SocketProvider)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1288(IPv4Address)
        1    0.000    0.000    0.000    0.000 _typedattr.py:39(TypedAttributeProvider)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:237(__getitem__)
        1    0.000    0.000    0.000    0.000 _testing.py:7(TaskInfo)
        1    0.000    0.000    0.001    0.001 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:106(Process)
        1    0.000    0.000    0.000    0.000 unix_events.py:44(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base.py:47(AsyncNetworkStream)
        1    0.000    0.000    0.000    0.000 http11.py:302(close)
        1    0.000    0.000    0.000    0.000 _events.py:129(_validate)
       13    0.000    0.000    0.000    0.000 _util.py:114(bytesify)
        2    0.000    0.000    0.000    0.000 connection_pool.py:329(ConnectionPoolByteStream)
        1    0.000    0.000    0.000    0.000 http_proxy.py:52(HTTPProxy)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http_proxy.py:150(AsyncForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 http_proxy.py:208(AsyncTunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 _main.py:1(<module>)
        5    0.000    0.000    0.000    0.000 element.py:274(get_text)
        1    0.000    0.000    0.000    0.000 __meta__.py:142(_get_canonical)
        1    0.000    0.000    0.000    0.000 css_types.py:33(Immutable)
        1    0.000    0.000    0.000    0.000 _lxml.py:2(<module>)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 {method 'selected_alpn_protocol' of '_ssl._SSLSocket' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        2    0.000    0.000    0.001    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.666    0.666 financial_enhanced.py:53(request_page)
        1    0.000    0.000    0.758    0.758 financial_enhanced.py:62(main)
       13    0.000    0.000    0.000    0.000 typing.py:313(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1586(BinaryIO)
        1    0.000    0.000    0.003    0.003 _client.py:209(_get_proxy_map)
        1    0.000    0.000    0.000    0.000 _mixin.py:10(URIMixin)
        2    0.000    0.000    0.000    0.000 _config.py:203(__init__)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 _auth.py:118(BasicAuth)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 parse.py:386(_splitnetloc)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:996(send)
        2    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 _exceptions.py:73(RequestError)
        8    0.000    0.000    0.000    0.000 _exceptions.py:330(request_context)
        2    0.000    0.000    0.000    0.000 _models.py:154(multi_items)
        1    0.000    0.000    0.000    0.000 _models.py:251(__delitem__)
        1    0.000    0.000    0.000    0.000 _models.py:591(charset_encoding)
       10    0.000    0.000    0.000    0.000 inspect.py:504(_is_wrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
        5    0.000    0.000    0.000    0.000 inspect.py:3081(signature)
        4    0.000    0.000    0.000    0.000 pathlib.py:1178(stat)
        2    0.000    0.000    0.000    0.000 _utils.py:260(trace)
        2    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 _decoders.py:164(ByteChunker)
        1    0.000    0.000    0.000    0.000 _compat.py:23(set_minimum_tls_version_1_2)
        1    0.000    0.000    0.000    0.000 _urls.py:152(username)
        1    0.000    0.000    0.000    0.000 _urls.py:537(__str__)
        2    0.000    0.000    0.000    0.000 iri.py:47(__new__)
        4    0.000    0.000    0.000    0.000 iri.py:80(_match_subauthority)
        1    0.000    0.000    0.000    0.000 core.py:51(where)
        1    0.000    0.000    0.000    0.000 base.py:61(AsyncBaseTransport)
        1    0.000    0.000    0.000    0.000 default.py:190(__exit__)
        6    0.000    0.000    0.000    0.000 _synchronization.py:56(__enter__)
        6    0.000    0.000    0.000    0.000 _synchronization.py:60(__exit__)
        8    0.000    0.000    0.000    0.000 dataclasses.py:270(__set_name__)
        6    0.000    0.000    0.000    0.000 dataclasses.py:562(_cmp_fn)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1871(IPv6Address)
        1    0.000    0.000    0.000    0.000 _synchronization.py:102(Lock)
        1    0.000    0.000    0.000    0.000 base_events.py:178(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 selector_events.py:721(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 memory.py:55(MemoryObjectReceiveStream)
        7    0.000    0.000    0.000    0.000 _trace.py:22(__exit__)
        1    0.000    0.000    0.000    0.000 _trace.py:7(Trace)
        1    0.000    0.000    0.000    0.000 base.py:6(NetworkStream)
        1    0.000    0.000    0.441    0.441 http11.py:141(_receive_response_headers)
        2    0.000    0.000    0.000    0.000 _connection.py:56(_body_framing)
        1    0.000    0.000    0.000    0.000 _abnf.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
        3    0.000    0.000    0.000    0.000 element.py:33(_alias)
        1    0.000    0.000    0.000    0.000 element.py:919(NavigableString)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        1    0.000    0.000    0.000    0.000 css_types.py:165(CustomSelectors)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        1    0.000    0.000    0.000    0.000 md.py:25(MessDetectorPlugin)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:314(__init__)
        1    0.000    0.000    0.001    0.001 _markupbase.py:6(<module>)
       38    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        2    0.000    0.000    0.000    0.000 contextlib.py:243(asynccontextmanager)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       12    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
       19    0.000    0.000    0.000    0.000 typing.py:786(<genexpr>)
       29    0.000    0.000    0.000    0.000 typing.py:1071(overload)
        1    0.000    0.000    0.000    0.000 _client.py:391(_merge_cookies)
        1    0.000    0.000    0.000    0.000 validators.py:21(Validator)
        1    0.000    0.000    0.000    0.000 parseresult.py:82(ParseResult)
        1    0.000    0.000    0.000    0.000 _auth.py:14(Auth)
        1    0.000    0.000    0.003    0.003 request.py:2624(getproxies_macosx_sysconf)
       38    0.000    0.000    0.000    0.000 _policybase.py:305(header_store_parse)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:432(family)
